longitude,latitude,Agglomerative,KMeans
0.083779,51.5735,1,2
-2.22751,51.7148,1,1
-1.3934,53.0927,1,1
-0.046666,51.6815,1,2
-1.2645,51.6886,1,2
-2.10733,53.5112,1,1
1.69902,52.4818,1,2
-0.485488,51.7656,1,2
-4.21959,50.4041,1,1
-0.659353,51.7963,1,2
-1.77613,53.5797,1,1
-0.385967,51.5896,1,2
-2.10879,53.3737,1,1
-1.51031,52.4069,1,1
-2.0765,53.4701,1,1
0.121366,51.5625,1,2
-0.273387,53.7571,1,1
-2.24791,53.3879,1,1
-1.4705,53.3805,1,1
-1.77196,53.7924,1,1
-2.06955,51.8772,1,1
-0.289003,51.5345,1,2
-1.17189,50.8127,1,2
-3.50337,55.9176,1,3
-2.73377,52.0675,1,1
0.44679,51.5796,1,2
0.501692,51.3647,1,2
-2.21806,53.5205,1,1
-0.042121,53.5662,1,2
-1.06679,52.6507,1,1
-1.4954,55.0451,1,1
-2.25542,53.4879,1,1
0.131624,51.5504,1,2
0.089197,51.5437,1,2
-1.58044,54.9801,1,1
-1.19343,52.9974,1,1
-2.14508,51.3758,1,1
-2.366,51.3701,1,1
-2.40109,53.528,1,1
-0.295467,53.7476,1,1
-0.656887,51.9377,1,2
-1.97829,50.7329,1,2
-2.85343,53.4565,1,1
-3.53005,50.4754,1,1
-0.006097,51.5115,1,2
-2.77114,52.7017,1,1
-2.58,53.4172,1,1
-1.79048,53.7621,1,1
-0.185285,51.5103,1,2
-1.72375,52.1947,1,1
-1.47824,52.9176,1,1
-3.77454,51.5943,1,1
-1.77646,51.5709,1,1
-1.26838,54.5505,1,1
-2.35232,53.4684,1,1
-0.915769,52.241,1,2
-1.29487,51.072,1,2
-4.42081,55.8427,1,3
-0.225738,51.5522,1,2
-2.54319,53.5279,1,1
0.281893,51.6361,1,2
-3.18101,51.477,1,1
-0.418912,51.518,1,2
-1.50796,53.3646,1,1
-3.93787,51.6189,1,1
0.935153,52.6842,1,2
-0.060422,51.6439,1,2
-2.66565,53.7658,1,1
-1.53229,52.4135,1,1
0.016264,51.6099,1,2
-1.78132,52.4782,1,1
-0.382962,51.4423,1,2
-1.55036,54.5243,1,1
-2.59247,51.453,1,1
-4.15405,50.4021,1,1
-1.89958,52.467,1,1
-2.57165,51.4677,1,1
-2.61329,53.5453,1,1
-1.81161,52.4873,1,1
-0.147019,51.5228,1,2
-0.14359,51.5363,1,2
-2.48276,53.7451,1,1
-1.96456,50.7173,1,2
-2.93026,53.3956,1,1
-2.43091,53.0908,1,1
-1.35611,54.8404,1,1
-3.18576,55.9604,1,3
-0.094529,51.5129,1,2
-2.72867,52.7195,1,1
-0.043222,51.4624,1,2
-0.011781,51.5233,1,2
-0.064567,50.8293,1,2
-0.216513,51.4635,1,2
1.3384,51.3792,1,2
-1.16551,52.9231,1,1
-0.161692,51.4198,1,2
-0.028105,51.7158,1,2
-3.17703,51.5126,1,1
-4.03566,50.3881,1,1
-1.33578,52.5753,1,1
0.399425,52.7531,1,2
-2.27741,53.4397,1,1
-1.77113,53.7775,1,1
-3.21828,55.9704,1,3
-1.41494,53.3759,1,1
-1.78757,53.6472,1,1
-1.44249,54.8997,1,1
-0.301974,51.4106,1,2
-0.014628,51.4645,1,2
-1.18198,54.5495,1,1
-1.4476,54.9249,1,1
-2.38985,53.5862,1,1
-2.22572,53.4849,1,1
-1.64219,52.6043,1,1
-3.01726,51.6633,1,1
-4.35105,55.9071,1,3
-1.41439,53.689,1,1
-2.00602,52.557,1,1
-0.209603,51.526,1,2
-3.65018,51.605,1,1
-1.55419,54.9517,1,1
-2.23954,53.4769,1,1
-0.406243,51.5217,1,2
-0.092985,51.474,1,2
-0.334038,51.5806,1,2
-0.308971,51.4899,1,2
-1.54798,54.5299,1,1
-0.097297,51.6297,1,2
-0.155512,51.5125,1,2
-1.54908,54.5421,1,1
0.190078,51.5511,1,2
-0.159315,51.1742,1,2
-1.22794,53.351,1,1
-3.00227,53.6502,1,1
-0.26807,51.5846,1,2
-0.092501,53.5609,1,2
-2.07506,51.8704,1,1
-1.48778,53.7553,1,1
0.456933,50.8462,1,2
0.296437,50.7746,1,2
-0.109547,51.5505,1,2
-1.91859,52.5345,1,1
1.16991,51.081,1,2
-2.5726,51.4177,1,1
-2.02132,55.7579,1,3
-0.140774,51.4142,1,2
1.08939,51.2909,1,2
-1.84471,52.4974,1,1
-0.763385,51.4169,1,2
-0.297244,51.5455,1,2
-1.78655,53.7593,1,1
-1.44753,50.9576,1,2
-2.74754,53.4559,1,1
-2.6201,51.4415,1,1
-1.77181,53.7923,1,1
-4.25569,55.8601,1,3
-2.7509,52.7119,1,1
-3.03009,53.3879,1,1
0.493311,51.7357,1,2
-1.8578,52.5484,1,1
-1.76286,53.8453,1,1
-2.55443,53.5334,1,1
0.260773,51.14,1,2
0.027427,51.5752,1,2
-0.383072,51.6548,1,2
-2.70576,53.76,1,1
-3.14397,51.4816,1,1
1.13599,52.0564,1,2
0.301281,50.7808,1,2
-4.23433,55.8556,1,3
0.331216,51.6312,1,2
0.133385,52.1924,1,2
0.638397,51.5731,1,2
-1.04844,51.4434,1,2
-1.1092,50.8544,1,2
0.156475,51.8616,1,2
-0.18818,51.481,1,2
0.108885,51.5328,1,2
-0.390473,51.5356,1,2
-0.128255,51.4355,1,2
-3.5709,51.5043,1,1
0.421962,51.5769,1,2
-0.739294,51.2416,1,2
-0.08389,51.4779,1,2
-2.93192,53.5061,1,1
-1.64288,52.8276,1,1
-0.073671,51.5461,1,2
-3.41288,51.7014,1,1
0.087639,51.5002,1,2
-1.5953,54.9319,1,1
0.587669,51.5719,1,2
0.477813,51.7331,1,2
0.520771,51.3459,1,2
-0.174443,51.6336,1,2
-0.316012,51.4903,1,2
-0.372629,50.8277,1,2
-1.23888,52.938,1,1
-2.47253,52.6364,1,1
-2.53538,53.5786,1,1
-2.1401,53.0203,1,1
-1.80755,51.0749,1,2
-1.78707,53.8062,1,1
-0.387846,51.6262,1,2
-2.16004,52.6057,1,1
-0.170533,50.8431,1,2
-2.73974,53.4575,1,1
-1.90086,52.486,1,1
-1.82956,52.4538,1,1
-1.2307,52.9376,1,1
-2.30626,51.2434,1,1
-2.78037,55.427,1,3
-2.43454,53.7449,1,1
-0.237676,51.5755,1,2
-2.97781,51.3478,1,1
-0.130332,51.5079,1,2
-0.520325,51.4308,1,2
-1.54002,52.2917,1,1
-1.89665,50.8079,1,2
-0.409891,54.2779,1,1
-2.75071,53.3367,1,1
-0.118374,50.819,1,2
-4.10024,50.4072,1,1
0.099208,51.3756,1,2
-0.226324,51.5149,1,2
-0.799882,51.2145,1,2
-0.433063,51.4794,1,2
-0.443943,51.367,1,2
-1.61084,54.9706,1,1
0.39152,51.434,1,2
-0.299098,51.3951,1,2
-2.99589,51.5922,1,1
-1.91424,52.4194,1,1
-1.70387,52.1926,1,1
-1.07298,50.797,1,2
-4.02082,55.8487,1,3
-2.11873,52.4555,1,1
-0.128098,51.6326,1,2
0.028244,51.5708,1,2
0.025522,51.5291,1,2
-0.162403,51.4199,1,2
0.713647,51.5352,1,2
-2.35024,53.4904,1,1
-0.076657,51.3965,1,2
-1.40668,53.4179,1,1
-0.844397,51.415,1,2
-2.12333,52.5741,1,1
-1.09622,52.9863,1,1
0.510286,51.38,1,2
-4.23029,55.866,1,3
0.168499,51.5645,1,2
-1.2387,53.126,1,1
-0.175332,51.5286,1,2
-0.218947,51.9759,1,2
-1.75452,53.789,1,1
-3.01948,53.3972,1,1
-1.8344,54.8517,1,1
-0.181401,51.5282,1,2
-2.1924,52.2053,1,1
0.077607,51.5267,1,2
-2.55949,53.2761,1,1
-0.596435,53.188,1,1
-1.46961,53.3667,1,1
-1.62522,53.6843,1,1
-2.72919,52.7152,1,1
-1.23849,54.5783,1,1
-0.373909,51.5108,1,2
-1.50445,52.5358,1,1
-0.167497,51.1771,1,2
-4.17477,55.759,1,3
-4.2391,55.869,1,3
-3.58223,50.4171,1,1
-3.01498,53.3851,1,1
-0.352207,51.5372,1,2
0.874782,51.1507,1,2
-0.157765,52.3377,1,2
-2.99273,53.4043,1,1
-0.033941,51.5878,1,2
0.55872,51.878,1,2
-2.28566,53.4794,1,1
-0.105062,51.464,1,2
-2.10459,53.4986,1,1
-1.80424,53.7712,1,1
0.208119,51.5781,1,2
-1.8193,50.7333,1,2
-2.54071,53.5226,1,1
-1.44587,53.251,1,1
-1.66399,53.7978,1,1
-2.44372,53.0879,1,1
-2.91387,53.3887,1,1
0.212947,51.5943,1,2
-0.465352,52.1234,1,2
-0.101515,51.4523,1,2
0.368556,51.4407,1,2
-1.61475,54.9545,1,1
-4.24563,55.8548,1,3
-3.04612,53.3735,1,1
-2.41277,52.5355,1,1
1.24907,52.6548,1,2
0.142831,51.5495,1,2
-0.95226,51.4522,1,2
-0.722436,52.4042,1,2
-2.10559,52.5022,1,1
-2.28471,51.8116,1,1
-0.072679,51.515,1,2
0.034392,51.4887,1,2
-1.54527,53.7973,1,1
-0.45877,51.4944,1,2
-1.80098,50.7427,1,2
-1.26824,51.7617,1,2
0.141282,51.581,1,2
-0.28394,51.5618,1,2
-0.141619,51.5139,1,2
-1.6525,53.8096,1,1
-1.55201,53.8486,1,1
-1.1407,51.2347,1,2
-0.059919,51.6286,1,2
-1.04502,50.8252,1,2
0.21516,51.4468,1,2
0.155084,51.5737,1,2
-2.8093,54.0559,1,1
0.124326,52.2142,1,2
-0.09839,51.5932,1,2
-0.121717,51.5072,1,2
-2.12011,51.3875,1,1
-2.73583,53.4582,1,1
-0.346167,51.473,1,2
-2.58557,51.4867,1,1
0.56556,50.8529,1,2
-1.07227,52.6434,1,1
-1.92079,52.5396,1,1
-1.22023,54.6837,1,1
-0.173757,51.6435,1,2
-0.076061,51.5442,1,2
0.43172,51.5217,1,2
0.523162,51.6111,1,2
-3.10386,51.0235,1,1
-2.42944,53.5717,1,1
-3.25706,55.9608,1,3
-0.02813,51.4752,1,2
-1.27835,53.0247,1,1
-0.292347,51.4914,1,2
-0.193277,50.8463,1,2
-1.07923,50.8107,1,2
-3.23159,51.4945,1,1
-1.46213,54.9706,1,1
0.376618,51.4186,1,2
-3.28994,51.4029,1,1
-1.97078,50.7374,1,2
-1.96283,50.7502,1,2
-1.50016,50.9889,1,2
-2.98112,51.6035,1,1
-2.09957,51.9201,1,1
0.649972,51.5637,1,2
-0.382949,51.5119,1,2
-0.295231,51.5955,1,2
-2.25839,53.4558,1,1
-0.241491,50.8335,1,2
-0.096039,51.4698,1,2
0.575233,51.3695,1,2
-3.05619,53.2212,1,1
-2.42556,53.5764,1,1
-1.79215,50.8498,1,2
-4.31757,55.9384,1,3
-0.116115,51.5312,1,2
-0.393841,50.822,1,2
-4.29869,55.8766,1,3
-0.791736,51.8023,1,2
-2.31375,51.2277,1,1
-2.43148,53.594,1,1
0.088019,51.5589,1,2
-3.08055,51.0144,1,1
-1.47713,53.5506,1,1
-0.252317,51.4872,1,2
-1.89936,53.7116,1,1
-0.24574,52.6067,1,2
0.096371,51.4613,1,2
-0.06492,51.613,1,2
-2.12846,53.2671,1,1
0.603738,51.5551,1,2
-1.19028,53.5145,1,1
1.14798,51.7888,1,2
-2.97273,53.041,1,1
-2.50438,53.7525,1,1
0.146505,52.6757,1,2
-0.412745,51.5171,1,2
-1.69534,53.7028,1,1
-2.62818,53.6537,1,1
-2.65457,53.7657,1,1
0.297805,51.6192,1,2
0.005594,51.548,1,2
0.584882,51.5202,1,2
-2.9296,53.3928,1,1
-2.51971,53.495,1,1
0.133678,52.1924,1,2
-1.31538,53.6777,1,1
-3.93782,56.1512,1,3
-0.127279,51.4383,1,2
-2.52619,51.4836,1,1
-0.019299,51.4464,1,2
0.567911,50.8776,1,2
-4.09425,55.7852,1,3
-1.38881,54.9022,1,1
-1.78841,52.5353,1,1
-1.50637,51.209,1,2
1.13241,52.072,1,2
-0.049701,51.5097,1,2
-0.347532,53.7503,1,1
-1.23219,51.7345,1,2
-2.13387,52.5951,1,1
-2.6188,53.5504,1,1
0.507739,51.3518,1,2
-1.36201,53.3566,1,1
-0.766852,51.5817,1,2
-0.108791,51.5235,1,2
-1.20402,50.868,1,2
-0.477775,51.4514,1,2
-1.87317,52.5372,1,1
1.7364,52.6026,1,2
-1.25186,53.0998,1,1
0.188441,51.5651,1,2
-1.91812,52.5474,1,1
-0.449491,51.9152,1,2
-2.05864,52.5298,1,1
-0.81164,53.0749,1,1
0.904512,51.8774,1,2
-0.122921,51.4498,1,2
-1.5937,54.9514,1,1
-4.29118,55.8522,1,3
-1.64149,54.9847,1,1
-1.64278,54.9627,1,1
-3.97369,51.6388,1,1
-0.017578,51.433,1,2
-0.316391,52.6822,1,2
-2.93443,53.3729,1,1
-1.85237,52.4969,1,1
-2.75692,50.7235,1,1
-1.90923,52.4258,1,1
-1.91782,52.4728,1,1
-2.99495,53.4996,1,1
-2.1537,53.6143,1,1
-0.836909,51.8278,1,2
-1.85827,53.721,1,1
0.533709,51.2784,1,2
-0.240698,51.4934,1,2
-2.97971,53.6361,1,1
-0.968505,51.453,1,2
-0.809018,52.2513,1,2
-2.09346,53.5778,1,1
-1.35042,54.5252,1,1
-0.411768,51.6238,1,2
-0.840493,51.3988,1,2
-1.6462,50.7627,1,2
-0.775271,50.8406,1,2
-2.20801,53.838,1,1
-1.59058,53.7904,1,1
-0.156433,51.9133,1,2
-0.149652,50.8287,1,2
-1.51267,53.3996,1,1
-2.12128,53.2735,1,1
-3.02815,56.4726,1,3
-1.93423,50.7246,1,2
-1.78765,53.5702,1,1
-2.93335,53.3717,1,1
-1.46836,53.816,1,1
-1.61064,52.8141,1,1
-3.18518,53.374,1,1
-4.34825,55.8076,1,3
-1.67633,54.9663,1,1
-1.21669,52.9389,1,1
-1.48542,51.2132,1,2
-2.2891,53.5428,1,1
-2.09387,53.4904,1,1
-0.732666,51.6329,1,2
-2.07015,53.4567,1,1
-0.075843,51.5049,1,2
-2.98502,53.3965,1,1
-0.068406,51.5513,1,2
1.31106,52.6355,1,2
-0.097775,51.3588,1,2
-0.029015,51.6149,1,2
-0.081289,51.509,1,2
-2.94447,53.4122,1,1
-2.23418,52.9951,1,1
-3.02787,53.7816,1,1
-2.93811,53.4791,1,1
-0.428075,51.524,1,2
-1.53038,54.9051,1,1
-1.8677,52.5423,1,1
-2.355,53.3931,1,1
-0.148733,51.5232,1,2
-0.205302,51.5107,1,2
-1.83217,52.4632,1,1
-2.59707,51.4522,1,1
-2.26142,52.3724,1,1
-1.48345,53.7133,1,1
-1.4717,52.9174,1,1
0.524949,51.3644,1,2
0.701078,51.547,1,2
-2.23052,53.7864,1,1
-3.19075,51.6464,1,1
-0.710945,50.7834,1,2
0.075027,51.4128,1,2
-1.31001,53.5989,1,1
0.169954,51.5253,1,2
-0.19931,51.5822,1,2
-1.67597,52.7883,1,1
-1.92018,52.4696,1,1
-1.69773,52.8143,1,1
-0.585231,51.248,1,2
-2.19875,53.4554,1,1
-1.40345,54.8931,1,1
-2.79015,55.6078,1,3
-2.14791,52.9056,1,1
-0.048369,51.4936,1,2
-4.42114,55.843,1,3
-3.27406,51.4056,1,1
-1.31741,53.5897,1,1
0.143563,51.4668,1,2
9.6e-05,51.5674,1,2
-3.58459,53.281,1,1
-0.233352,51.5009,1,2
-1.90493,52.4401,1,1
-0.93389,51.4562,1,2
-0.0906,51.5724,1,2
-3.51328,50.3958,1,1
-3.24798,55.9326,1,3
-0.332051,51.5284,1,2
-2.23518,53.3709,1,1
-3.047,53.8125,1,1
-1.61989,52.8258,1,1
-1.78398,51.5682,1,1
-1.52408,52.7786,1,1
-1.59977,54.9371,1,1
-3.04216,55.9454,1,3
0.015471,51.3863,1,2
-2.66238,53.7313,1,1
-2.90441,53.4529,1,1
-2.95657,53.4087,1,1
-1.69472,54.9923,1,1
-1.59346,53.8378,1,1
-2.86693,53.3874,1,1
1.3197,52.6345,1,2
-2.23955,53.0232,1,1
-4.27731,55.7899,1,3
-0.162773,51.5003,1,2
-0.72,52.402,1,2
-1.69912,52.6355,1,1
-5.22427,50.2284,1,1
-2.12516,53.5236,1,1
-3.81128,51.6649,1,1
-1.9241,53.8596,1,1
-0.185132,51.4707,1,2
-3.61234,50.5371,1,1
-1.32879,50.9272,1,2
-0.05304,51.367,1,2
-2.36726,51.3831,1,1
0.679959,51.5509,1,2
-2.22786,53.4347,1,1
0.188752,51.5716,1,2
-0.264625,51.5879,1,2
-1.3626,53.0751,1,1
-4.63898,55.4499,1,3
-1.46455,54.0074,1,1
-0.090888,51.5724,1,2
-0.589779,51.2493,1,2
-1.86296,52.4557,1,1
-1.6624,52.6252,1,1
-2.27828,53.5256,1,1
-2.61519,51.7933,1,1
-2.23627,52.9963,1,1
-4.26523,55.8759,1,3
-0.754536,50.8299,1,2
-0.400685,53.7444,1,1
-0.135284,52.7938,1,2
-2.99968,53.4505,1,1
1.18171,51.0947,1,2
-1.76762,53.8092,1,1
-0.966066,51.4336,1,2
-1.87359,52.3933,1,1
-0.735561,51.2419,1,2
-3.03409,53.7942,1,1
-1.495,51.2144,1,2
-1.2791,53.4172,1,1
-1.43824,53.5008,1,1
-1.87913,50.7209,1,2
0.321935,51.4748,1,2
-2.15597,52.9974,1,1
-1.71496,53.7364,1,1
-1.53909,53.8348,1,1
-0.234492,52.5926,1,2
-0.983349,50.8731,1,2
-0.74811,51.4074,1,2
-1.08087,50.7998,1,2
-1.08956,52.6292,1,1
-1.46628,52.9104,1,1
-1.34207,53.461,1,1
-0.378011,51.4359,1,2
0.021162,51.4306,1,2
-1.18487,52.9695,1,1
-0.16452,51.421,1,2
-1.4323,53.359,1,1
-2.80195,54.0474,1,1
0.039877,51.576,1,2
-2.10486,52.5029,1,1
-0.096015,51.5982,1,2
-0.813266,51.8163,1,2
-2.21438,52.2117,1,1
-0.096398,51.2845,1,2
-1.37813,50.9404,1,2
-0.011615,51.4642,1,2
-1.18891,51.7576,1,2
-3.55691,51.4957,1,1
-1.86717,52.5245,1,1
-1.18305,53.4986,1,1
-3.99469,51.6234,1,1
-2.7201,52.0524,1,1
-0.724687,51.6237,1,2
-2.76514,52.6969,1,1
-1.78239,53.8004,1,1
-0.405322,51.4779,1,2
0.393607,52.7551,1,2
-0.7006,52.3118,1,2
-4.56618,55.9469,1,3
-1.10848,51.271,1,2
-1.1591,53.146,1,1
-4.1617,55.8799,1,3
-0.056704,51.511,1,2
-1.87277,52.4712,1,1
-1.88993,51.5491,1,1
-0.174995,51.4216,1,2
-1.27683,52.9556,1,1
-1.64807,52.6257,1,1
-3.18777,51.4767,1,1
-2.31392,53.4708,1,1
-0.469198,51.5357,1,2
-1.21644,52.9526,1,1
-2.21302,52.2039,1,1
-1.49366,52.4354,1,1
-2.94767,53.3871,1,1
0.153112,52.1828,1,2
-1.55239,53.7843,1,1
1.743,52.4774,1,2
-1.17748,54.5192,1,1
-3.21397,51.5741,1,1
0.136016,52.1893,1,2
-2.39182,53.7493,1,1
-0.107883,51.3958,1,2
-0.65846,53.6021,1,1
-2.1597,53.4009,1,1
-0.332434,51.585,1,2
0.053603,51.3905,1,2
-0.062625,51.6499,1,2
-2.05912,51.8999,1,1
0.100528,51.5611,1,2
-2.57465,51.4664,1,1
-1.05283,51.4604,1,2
-4.22627,57.4757,2,3
-2.44062,50.7149,1,1
-0.748371,52.0114,1,2
-3.43595,51.7077,1,1
-0.423345,51.5232,1,2
-1.07856,52.6952,1,1
-0.817064,52.0422,1,2
-2.24199,53.4582,1,1
-2.98499,53.408,1,1
0.72898,52.2506,1,2
-1.31283,53.4438,1,1
-1.08075,50.8131,1,2
-2.1245,52.5698,1,1
-0.085059,51.5531,1,2
-0.165093,51.9148,1,2
-0.564995,51.6026,1,2
-1.33101,53.4078,1,1
-1.80559,53.6426,1,1
-0.136367,51.3528,1,2
-1.45508,53.4221,1,1
-1.20323,53.1451,1,1
0.034338,51.5942,1,2
0.715223,51.552,1,2
-0.030371,51.4065,1,2
-2.74623,53.3896,1,1
-3.29133,55.922,1,3
-0.156562,51.515,1,2
-0.280906,53.7625,1,1
0.569739,51.5252,1,2
-2.99101,53.6536,1,1
-1.5392,53.8249,1,1
-0.197519,51.13,1,2
-2.1363,57.1447,1,3
-0.004631,53.3712,1,2
-3.0369,53.8157,1,1
-1.53965,54.7755,1,1
-1.15105,52.9554,1,1
-2.60284,53.5425,1,1
-4.62923,53.3023,1,1
-1.89212,52.5076,1,1
-1.82775,50.7473,1,2
-1.62547,53.8094,1,1
-0.105251,51.5185,1,2
-4.15745,51.6767,1,1
-1.76913,53.7818,1,1
-1.5277,52.8968,1,1
-1.12385,52.9828,1,1
-2.22816,53.8,1,1
-4.33522,55.8753,1,3
-4.29667,55.8261,1,3
-3.41043,51.7064,1,1
0.224128,51.5867,1,2
-0.666815,51.794,1,2
-1.64884,53.8113,1,1
-1.77412,53.644,1,1
-1.4804,53.5792,1,1
-0.004677,51.4352,1,2
-0.388386,51.5376,1,2
-1.77524,51.5844,1,1
-0.03433,51.6891,1,2
-3.76106,53.2938,1,1
-0.077315,51.398,1,2
-0.319766,51.5058,1,2
0.003588,51.5418,1,2
-1.85505,52.4902,1,1
-0.313122,51.5842,1,2
-2.99288,53.6496,1,1
-0.055204,51.4447,1,2
-1.16362,53.152,1,1
-0.811551,52.2497,1,2
-1.75262,53.803,1,1
-0.017377,51.5073,1,2
-1.48887,52.9115,1,1
-3.80787,51.5975,1,1
-1.7607,53.7968,1,1
-1.75882,52.4724,1,1
-2.14426,53.5949,1,1
-1.32067,53.4427,1,1
0.038915,51.3672,1,2
0.082099,51.5399,1,2
-1.92206,52.4907,1,1
-1.13883,52.618,1,1
-2.73882,54.3367,1,1
-0.366367,53.7417,1,1
-1.7913,53.6571,1,1
-1.07503,50.8296,1,2
1.31212,52.634,1,2
-2.20832,51.8546,1,1
-1.32062,53.7191,1,1
-4.11996,55.8678,1,3
-0.205494,51.3737,1,2
-1.36878,50.9794,1,2
-1.48298,54.8675,1,1
-1.07028,50.8402,1,2
1.39388,51.3909,1,2
-2.67416,53.5865,1,1
-0.398277,51.2677,1,2
-1.47754,52.9512,1,1
-0.168237,51.497,1,2
-4.18175,55.8924,1,3
-2.7686,53.3708,1,1
-4.27188,55.8091,1,3
-1.43626,54.9885,1,1
-0.12512,51.4699,1,2
-1.44636,53.5144,1,1
0.042702,51.4781,1,2
-1.40258,50.954,1,2
-0.675972,50.7911,1,2
-1.06761,50.817,1,2
-0.803374,50.8358,1,2
-1.45739,50.9177,1,2
1.41751,51.3318,1,2
-2.97928,53.428,1,1
-1.49284,53.3851,1,1
0.123939,51.4597,1,2
-2.71527,53.3727,1,1
-0.214029,51.3611,1,2
0.459843,51.7222,1,2
-1.50738,53.8437,1,1
-0.379867,51.5419,1,2
-2.03066,52.5692,1,1
-2.11756,52.4582,1,1
-2.08537,53.4612,1,1
-4.14339,50.3749,1,1
-1.53037,53.799,1,1
-0.124111,51.6137,1,2
-0.444065,51.4947,1,2
-4.02653,55.8631,1,3
-1.99982,52.5025,1,1
-1.56425,53.8118,1,1
-0.09652,51.3717,1,2
-3.0747,53.5531,1,1
-1.131,53.5225,1,1
-4.4482,55.821,1,3
-2.91872,51.3657,1,1
0.892879,51.3162,1,2
-1.46887,50.9216,1,2
-2.37466,53.1302,1,1
0.897283,51.9118,1,2
-1.10542,53.9622,1,1
-1.47232,52.4981,1,1
-2.98244,56.4629,1,3
-0.046298,51.5218,1,2
-1.83286,52.4764,1,1
-2.40888,53.6007,1,1
-1.76411,51.5599,1,1
-0.948856,53.3244,1,1
-0.122275,51.4094,1,2
-0.070457,51.5607,1,2
-1.78758,53.6445,1,1
-0.115835,51.4611,1,2
-1.48515,52.5218,1,1
-1.08938,53.9569,1,1
-4.30729,55.849,1,3
1.40224,51.3524,1,2
0.936097,52.6828,1,2
-1.31952,53.6936,1,1
-1.59566,52.397,1,1
-0.41828,51.5071,1,2
1.15828,51.0947,1,2
-3.02161,53.4734,1,1
-1.25608,51.7521,1,2
-0.178667,51.4667,1,2
-1.40933,53.4444,1,1
-3.9009,51.6607,1,1
-0.152366,50.8247,1,2
-0.072923,51.5672,1,2
-0.842888,51.338,1,2
-2.16433,53.4724,1,1
-1.13163,52.6384,1,1
-3.25714,55.9534,1,3
-4.15811,50.386,1,1
-2.01474,52.6238,1,1
-0.019526,51.5906,1,2
1.33331,52.1042,1,2
-1.99039,52.4849,1,1
-2.40038,53.5331,1,1
-1.43462,54.9827,1,1
-0.413291,51.4184,1,2
-4.38759,55.8767,1,3
-1.44614,54.9742,1,1
-1.90882,52.4816,1,1
-2.21827,53.0613,1,1
-0.547853,53.2261,1,1
-0.239369,52.5704,1,2
-0.773177,51.572,1,2
-2.15776,53.4058,1,1
-1.99939,51.4403,1,1
-2.17458,52.5877,1,1
-2.44111,53.561,1,1
-3.1865,55.9479,1,3
-2.00777,52.4975,1,1
-1.12783,52.9328,1,1
-0.821336,51.4114,1,2
-0.329841,53.7451,1,1
0.132883,51.5712,1,2
-1.13228,53.953,1,1
-1.9864,52.5377,1,1
-4.2436,55.8694,1,3
-2.72695,53.74,1,1
0.038696,51.5303,1,2
-1.9518,52.7621,1,1
-0.80143,52.0433,1,2
-1.08746,50.8038,1,2
-1.39627,53.3776,1,1
-0.660067,51.8064,1,2
-1.61037,53.8002,1,1
-1.83472,52.4112,1,1
-0.137062,51.516,1,2
-3.05118,53.8217,1,1
-0.342946,51.4029,1,2
-1.47908,52.8976,1,1
-2.3228,53.6274,1,1
-2.01031,52.6311,1,1
0.473178,51.7622,1,2
-0.023893,51.7327,1,2
-0.008705,51.6268,1,2
-1.86556,52.4723,1,1
-2.26848,53.4068,1,1
-0.128353,51.5105,1,2
-3.16523,51.4849,1,1
-3.57987,51.5097,1,1
-1.90159,52.288,1,1
-3.30335,55.9606,1,3
-1.2387,53.126,1,1
-3.49214,50.9037,1,1
0.582605,50.858,1,2
-1.66587,53.7324,1,1
-2.01729,53.4563,1,1
-2.92985,53.4252,1,1
-0.075749,51.5891,1,2
-1.61932,52.8055,1,1
-1.9491,52.4152,1,1
-0.180164,51.5014,1,2
-2.16052,53.4192,1,1
-2.11861,57.1427,1,3
-2.53103,53.4238,1,1
-0.169411,51.4965,1,2
-1.62703,52.8057,1,1
-1.07744,50.8079,1,2
-1.28812,53.4264,1,1
-1.4392,50.9399,1,2
-0.059009,51.6601,1,2
-2.21367,53.3967,1,1
-1.82996,52.5026,1,1
-1.83947,53.7626,1,1
0.142672,52.2091,1,2
-1.84066,52.5181,1,1
-1.86235,53.7254,1,1
-1.70374,53.8017,1,1
-1.53532,52.4048,1,1
-4.58457,55.9754,1,3
-0.048624,51.4843,1,2
-2.85727,53.1831,1,1
-1.46861,53.7965,1,1
-1.48819,53.547,1,1
-2.15293,52.2613,1,1
-1.86401,52.5437,1,1
-3.00108,51.1242,1,1
-1.21192,52.9395,1,1
-0.330809,51.2148,1,2
-1.40225,53.4123,1,1
-2.97736,51.5896,1,1
-3.51368,50.3864,1,1
-0.354935,51.5175,1,2
-3.11688,55.9436,1,3
-1.95727,52.477,1,1
0.034691,51.5504,1,2
-0.24901,52.5765,1,2
-0.182105,51.1258,1,2
-1.88795,52.4083,1,1
-1.84129,53.6833,1,1
-1.08066,52.666,1,1
-0.207289,51.5518,1,2
-0.448563,53.7209,1,1
-0.086345,53.5668,1,2
-0.081413,51.5266,1,2
-2.15454,52.4699,1,1
-2.7434,53.7444,1,1
-2.34161,53.5043,1,1
-2.92281,53.4475,1,1
-4.16644,50.4085,1,1
-0.372783,51.4777,1,2
1.15371,52.0512,1,2
0.405051,51.6174,1,2
-2.20772,52.1961,1,1
-0.069348,53.5719,1,2
-1.72034,53.7711,1,1
-2.20102,53.3929,1,1
-4.24609,55.8544,1,3
-1.53503,52.7669,1,1
